EF_W_FACILITY_OVERVIEW.FACILITY_NAME,EF_W_FACILITY_OVERVIEW.FACILITY_ID,EF_W_FACILITY_OVERVIEW.REPORTING_YEAR,EF_W_FACILITY_OVERVIEW.TABLE_NUM,EF_W_FACILITY_OVERVIEW.TABLE_DESC,EF_W_FACILITY_OVERVIEW.INDUSTRY_SEGMENT,EF_W_FACILITY_OVERVIEW.BASIN_ASSOCIATED_WITH_FACILITY,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FROM_WELLS,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.OIL_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.SUB_BASIN_COUNTY,EF_W_FACILITY_OVERVIEW.SUB_BASIN_FORMATION_TYPE,EF_W_FACILITY_OVERVIEW.SUB_BASIN_IDENTIFIER,EF_W_FACILITY_OVERVIEW.API_GRAVITY,EF_W_FACILITY_OVERVIEW.GAS_OIL_WELL_RATIO,EF_W_FACILITY_OVERVIEW.AVERAGE_LOW_PRESSURE,EF_W_FACILITY_OVERVIEW.WELL_PRODUCING_END_OF_YEAR,EF_W_FACILITY_OVERVIEW.PRODUCING_WELLS_ACQUIRED,EF_W_FACILITY_OVERVIEW.PRODUCING_WELLS_DIVESTED,EF_W_FACILITY_OVERVIEW.WELLS_COMPLETED,EF_W_FACILITY_OVERVIEW.WELL_REMOVED_FROM_PRODUCTION,EF_W_FACILITY_OVERVIEW.CH4_AVERAGE_MOLE_FRACTION,EF_W_FACILITY_OVERVIEW.CO2_AVERAGE_MOLE_FRACTION,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_HANDLED,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_OIL_HANDLED,EF_W_FACILITY_OVERVIEW.FRACTIONATE_NGL,EF_W_FACILITY_OVERVIEW.NUMBER_OF_COMPRESSORS,EF_W_FACILITY_OVERVIEW.COMPRESSOR_POWER_RATING,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_INJECTED,EF_W_FACILITY_OVERVIEW.QUANTITY_OF_GAS_WITHDRAWN,EF_W_FACILITY_OVERVIEW.TOTAL_STORAGE_CAPACITY,EF_W_FACILITY_OVERVIEW.QUANTITY_IMPORTED,EF_W_FACILITY_OVERVIEW.QUANTITY_EXPORTED,EF_W_FACILITY_OVERVIEW.QUANTITY_LNG_ADDED,EF_W_FACILITY_OVERVIEW.QUANTITY_LNG_WITHDRAWN,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_RECEIVED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_WITHDRAWN,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_ADDED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_DELIVERED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_TRANSFERRED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_CONSUMED,EF_W_FACILITY_OVERVIEW.QUANTITY_GAS_STOLEN,EF_W_FACILITY_OVERVIEW.QUANT_GAS_TRANSPORTED_GB,EF_W_FACILITY_OVERVIEW.QUANT_HC_LIQ_RECD,EF_W_FACILITY_OVERVIEW.QUANT_HC_LIQ_TRANS,EF_W_FACILITY_OVERVIEW.US_STATE,EF_W_FACILITY_OVERVIEW.MILES_OF_TRANS_PIPE,EF_W_FACILITY_OVERVIEW.MISSING_DATA_PROC_USED
KM Tejas Fandango Plant  TX,1004109,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,2530,,,,,,,,,,,,,,,,,,,,
Eastern Gas Transmission and Storage - Groveport Station (Tran),1004160,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,11600,,,,,,,,,,,,,,,,,,,,
COLUMBIA GAS FILES CREEK COMPRESSOR STATION,1004161,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,51200,,,,,,,,,,,,,,,,,,,,
IROQUOIS GAS TRANSMISSION SYSTEM  L.P. - BROOKFIELD COMPRESSOR STATION,1004165,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,18000,,,,,,,,,,,,,,,,,,,,
COLUMBIA GULF TRANSMISSION  BANNER COMPRESSOR STATION,1004167,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,43300,,,,,,,,,,,,,,,,,,,,
COLUMBIA GULF TRANSMISSION CO - DELHI COMPRESSOR STATION,1004168,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,48500,,,,,,,,,,,,,,,,,,,,
COLUMBIA GULF TRANSMISSION LLC HARTSVILLE CS,1004169,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,61400,,,,,,,,,,,,,,,,,,,,
COLUMBIA GULF TRANSMISSION LLC  INVERNESS COMPRESSOR STATION,1004170,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,46800,,,,,,,,,,,,,,,,,,,,
PG&E HINKLEY COMPRESSOR STATION,1004272,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,12,40000,,,,,,,,,,,,,,,,,,,,
Columbia Gas Transmission LLC Kenova CS,1004356,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,16400,,,,,,,,,,,,,,,,,,,,
Columbia Gas Transmission LLC Lost River CS,1004357,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,69455,,,,,,,,,,,,,,,,,,,,
COLUMBIA GULF TRANSMISSION CO. Clementsville CS,1004358,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,37088,,,,,,,,,,,,,,,,,,,,
COLUMBIA GULF TRANSMISSION  CORINTH COMPRESSOR STATION,1004359,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,62300,,,,,,,,,,,,,,,,,,,,
COLUMBIA GULF TRANSMISSION COMPANY HAMPSHIRE CS,1004360,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,43101,,,,,,,,,,,,,,,,,,,,
COLUMBIA GULF TRANSMISSION LLC STANTON CS,1004361,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,37500,,,,,,,,,,,,,,,,,,,,
Arkoma,1004404,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,14200,,,,,,,,,,,,,,,,,,,,
Gilmore Gas Plant/Bel Junction Compressor Station,1004468,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,3000,,,,,,,,,,,,,,,,,,,,
Belle River Compressor Station,1004564,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,57045,,,,,,,,,,,,,,,,,,,,
Eastside Compressor Station,1004634,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,9470,,,,,,,,,,,,,,,,,,,,
Gulf South Pipeline - Sterlington Station,1004734,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,25357,,,,,,,,,,,,,,,,,,,,
Gulf South Pipeline - Vixen Station,1004736,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,26660,,,,,,,,,,,,,,,,,,,,
ANR Pipeline New Windsor CS,1004769,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,13100,,,,,,,,,,,,,,,,,,,,
Northern Border Pipeline Saint Anthony CS#7,1004771,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,38000,,,,,,,,,,,,,,,,,,,,
Gas Transmission Northwest Pipeline Rosalia CS#6,1004773,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,48300,,,,,,,,,,,,,,,,,,,,
Gas Transmission Northwest Pipeline Wallula CS#8,1004775,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,53300,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Greensburg CS,1004776,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,10560,,,,,,,,,,,,,,,,,,,,
Great Lakes Gas Transmission Pipeline Shevlin CS#3,1004777,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,70000,,,,,,,,,,,,,,,,,,,,
Gas Transmission Northwest Pipeline Kent CS#10,1004778,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,47900,,,,,,,,,,,,,,,,,,,,
Southern California Gas Blythe Facility,1004779,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,10,21640,,,,,,,,,,,,,,,,,,,,
Gas Transmission Northwest Pipeline Bonanza CS#14,1004780,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,33600,,,,,,,,,,,,,,,,,,,,
Gas Transmission Northwest Pipeline Athol CS#5,1004781,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,49300,,,,,,,,,,,,,,,,,,,,
Gas Transmission Northwest Pipeline Ione CS#9,1004782,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,28200,,,,,,,,,,,,,,,,,,,,
Gas Transmission Northwest Pipeline Chemult CS#13,1004783,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,28600,,,,,,,,,,,,,,,,,,,,
Northern Border Pipeline Arnegard CS#4,1004786,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,20000,,,,,,,,,,,,,,,,,,,,
Great Lakes Gas Transmission Pipeline Farwell CS#12,1004787,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,31300,,,,,,,,,,,,,,,,,,,,
Great Lakes Gas Transmission Pipeline Wakefield CS#7,1004788,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,47000,,,,,,,,,,,,,,,,,,,,
VECTOR PIPELINE LP Athens,1004814,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,15000,,,,,,,,,,,,,,,,,,,,
Great Lakes Gas Transmission Pipeline Naubinway CS#10,1004820,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,32000,,,,,,,,,,,,,,,,,,,,
VECTOR PIPELINE LP Springville,1004846,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,30000,,,,,,,,,,,,,,,,,,,,
Northern Border Pipeline Zeeland CS#8,1004858,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,38000,,,,,,,,,,,,,,,,,,,,
VECTOR PIPELINE LP Highland,1004903,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,30000,,,,,,,,,,,,,,,,,,,,
Northern Border Pipeline Clark CS#10,1004906,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,38000,,,,,,,,,,,,,,,,,,,,
Northern Border Pipeline Estelline CS#11,1004908,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,38000,,,,,,,,,,,,,,,,,,,,
Northern Border Pipeline Glen Ullin CS#6,1004912,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,38000,,,,,,,,,,,,,,,,,,,,
Northern Border Pipeline Trimont CS#13,1004917,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,38000,,,,,,,,,,,,,,,,,,,,
Northern Border Pipeline Wetonka CS#9,1004922,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,38000,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Hamilton CS,1004923,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,10,39260,,,,,,,,,,,,,,,,,,,,
ANR Pipeline St. John CS,1004925,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,7,32200,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Birmingham CS,1004926,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,13100,,,,,,,,,,,,,,,,,,,,
Great Lakes Gas Transmission Pipeline Crystal Falls CS#8,1004927,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,55600,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Bridgman CS,1004928,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,22720,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Alden CS,1004929,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,13410,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Enterprise CS,1004930,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,13410,,,,,,,,,,,,,,,,,,,,
ANR Pipeline E.G. Hill CS,1004932,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,11,27500,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Woolfolk CS,1004933,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,17,44113,,,,,,,,,,,,,,,,,,,,
Great Lakes Gas Transmission Pipeline Cloquet CS#5,1004934,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,70000,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Havensville CS,1004935,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,14700,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Sandwich CS,1004937,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,28461,,,,,,,,,,,,,,,,,,,,
Gulf South Pipeline - Harrisville Station,1004945,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,48940,,,,,,,,,,,,,,,,,,,,
Gulf South Pipeline - Tallulah Station,1004946,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,53161,,,,,,,,,,,,,,,,,,,,
VECTOR PIPELINE LP Joliet,1004992,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,15000,,,,,,,,,,,,,,,,,,,,
Delhi (SESH) Compressor Station,1004995,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,47368,,,,,,,,,,,,,,,,,,,,
Gas Transmission Northwest Pipeline Sandpoint CS#4,1005008,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,48600,,,,,,,,,,,,,,,,,,,,
Great Lakes Gas Transmission Pipeline Otisville CS#13,1005010,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,55000,,,,,,,,,,,,,,,,,,,,
Northern Border Pipeline Manning CS#5,1005011,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,38000,,,,,,,,,,,,,,,,,,,,
Gas Transmission Northwest Pipeline Bend CS#12,1005013,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,53000,,,,,,,,,,,,,,,,,,,,
Great Lakes Gas Transmission Pipeline Boyne Falls CS#11,1005014,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,32000,,,,,,,,,,,,,,,,,,,,
Great Lakes Gas Transmission Pipeline Thief River Falls CS#2,1005015,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,34000,,,,,,,,,,,,,,,,,,,,
Great Lakes Gas Transmission Pipeline Deer River CS#4,1005016,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,41000,,,,,,,,,,,,,,,,,,,,
Gulf South Pipeline - Mira Station,1005027,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,34453,,,,,,,,,,,,,,,,,,,,
Gulf South Pipeline - Paris Station,1005028,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,29401,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Maitland CS,1005060,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,13100,,,,,,,,,,,,,,,,,,,,
Gulf South Pipeline - Carthage Jct Station,1005078,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,7,48961,,,,,,,,,,,,,,,,,,,,
Gulf South Pipeline - Hall Summit Station,1005079,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,48193,,,,,,,,,,,,,,,,,,,,
Gwinville (SESH) Compressor Station,1005140,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,29322,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Brownsville CS,1005235,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,25900,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Greenville CS,1005238,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,30830,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Madisonville CS,1005242,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,36333,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Patterson CS,1005243,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,23490,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Sardis CS,1005244,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,20560,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Celestine CS,1005245,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,8,30666,,,,,,,,,,,,,,,,,,,,
Lucedale (SESH) Compressor Station,1005332,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,14372,,,,,,,,,,,,,,,,,,,,
Bethel Compressor Station,1005646,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,6,24240,,,,,,,,,,,,,,,,,,,,
Cleburne Compressor Station,1005649,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,38005,,,,,,,,,,,,,,,,,,,,
CHATHAM CMP STN,1005650,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,7,46925,,,,,,,,,,,,,,,,,,,,
STATION #3 - LEUPP CMP STN,1005684,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,33915,,,,,,,,,,,,,,,,,,,,
STATION #7 - MOUNTAINAIR CMP STN,1005688,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,3,13500,,,,,,,,,,,,,,,,,,,,
CARTHAGE CMP STN,1005696,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,18940,,,,,,,,,,,,,,,,,,,,
ALLIANCE PIPELINE - OLIVIA 23-A,1005705,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,31200,,,,,,,,,,,,,,,,,,,,
GRIMES COUNTY CMP STN,1005722,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,27875,,,,,,,,,,,,,,,,,,,,
P-3 CMP STN,1005726,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,8858,,,,,,,,,,,,,,,,,,,,
KERN RIVER GAS TRANSMISSION COMPANY: SALT LAKE COMPRESSOR STATION,1005804,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,30000,,,,,,,,,,,,,,,,,,,,
FILLMORE COMPRESSOR STATION,1005805,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,30000,,,,,,,,,,,,,,,,,,,,
KERN RIVER GAS TRANSMISSION CO: COYOTE CREEK COMPRESSOR STATION,1005806,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,31000,,,,,,,,,,,,,,,,,,,,
OZONA CMP STN,1005815,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,16000,,,,,,,,,,,,,,,,,,,,
JUNCTION CMP STN,1005816,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,20000,,,,,,,,,,,,,,,,,,,,
BLOOMFIELD CMP STN,1005846,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,5,41836,,,,,,,,,,,,,,,,,,,,
LA PLATA \A\ CMP STN,1005882,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,2,9000,,,,,,,,,,,,,,,,,,,,
PRAIRIE LEA CMP STN,1005883,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,4,20260,,,,,,,,,,,,,,,,,,,,
ANR Pipeline Lineville CS,1005953,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,9,13410,,,,,,,,,,,,,,,,,,,,
Northern Border Pipeline Culbertson CS#3,1005957,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,1,38000,,,,,,,,,,,,,,,,,,,,
TGP Station 823 Kinder  LA,1005986,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,13,32650,,,,,,,,,,,,,,,,,,,,
Dominion Energy Questar - Rock Springs Station (Tran),1005989,2020,Table AA.4,Natural Gas Transmission Compression,Onshore natural gas transmission compression [98.230(a)(4)],,,,,,,,,,,,,,,,,,,,,11,50830,,,,,,,,,,,,,,,,,,,,
